word,sent
nit,-0.337123764
ordinari,-0.33698938
sight,-0.336948353
fatti,-0.336928012
upon,-0.336924817
instal,-0.336812612
agre,-0.336673531
battl,-0.336510245
youi,-0.336500764
dilapid,-0.336300676
hauptgang,-0.336132988
overstuf,-0.336044276
iffi,-0.335891521
record,-0.33581376
plow,-0.335616833
hnlich,-0.335412875
prove,-0.335211348
loan,-0.335127893
eck,-0.33512012
gracious,-0.334793488
billion,-0.334617176
schwer,-0.334557904
overwhelm,-0.334377524
maid,-0.334246695
progress,-0.334208904
heavili,-0.334178161
suffici,-0.33416732
crank,-0.333634834
augen,-0.333420913
snuff,-0.333384788
salesman,-0.333364976
blackboard,-0.33333552
blown,-0.333316519
cri,-0.333139437
redhead,-0.333081838
say,-0.332897953
reviewsi,-0.332780071
doori,-0.332744169
toooo,-0.332619042
pant,-0.332555692
blindli,-0.332293066
nurs,-0.332165698
bat,-0.332085472
righteou,-0.331950306
conclud,-0.331878132
roar,-0.331789302
einigen,-0.33178384
temperatur,-0.331755529
ort,-0.331669789
angebot,-0.33163066
nameless,-0.331630205
notth,-0.331247313
lowli,-0.331171108
be,-0.330901284
toward,-0.330807277
vet,-0.330587014
tide,-0.330431596
paragraph,-0.33039427
harvey,-0.330372663
better,-0.330137354
biti,-0.33010411
minu,-0.330015269
summari,-0.329952121
age,-0.329719641
partial,-0.329624839
differentth,-0.329483002
expectedth,-0.329470098
unpack,-0.329385927
oh,-0.329218274
doth,-0.329191975
quantiti,-0.329133975
obstacl,-0.328959455
whatnot,-0.328858023
awayth,-0.328829651
eat,-0.328473693
hive,-0.32822256
thereand,-0.328192255
mainten,-0.328164288
flick,-0.327900617
garner,-0.327812294
concur,-0.32775358
aok,-0.327467179
worth,-0.327372501
isi,-0.327114248
bothersom,-0.327038415
bulki,-0.327016647
downth,-0.326797535
smack,-0.326583125
splash,-0.326568264
entwed,-0.326420782
luggag,-0.326331327
pricew,-0.326290716
slightest,-0.32625509
unrel,-0.326141824
auch,-0.326088439
usth,-0.326041819
spiral,-0.3257801
nonpeak,-0.325667679
identifi,-0.325513429
heel,-0.325493948
superfici,-0.325378897
everywher,-0.325336365
wasw,-0.325330735
wieder,-0.325267695
crane,-0.325121525
meatth,-0.325018191
mag,-0.325002178
bekommt,-0.324981661
foodwis,-0.324535838
think,-0.324509381
hahah,-0.324393905
tshirt,-0.324363619
chirp,-0.324303355
expectedi,-0.324131491
dizzi,-0.324088864
laden,-0.323762921
itwel,-0.323669179
gemacht,-0.323527057
nitpick,-0.323430119
flasch,-0.323380599
passeng,-0.323355179
lip,-0.323337188
runofthemil,-0.323191871
justifi,-0.323000921
thata,-0.322948081
english,-0.322928369
around,-0.322546303
adult,-0.322529959
greatest,-0.322482283
platei,-0.322423949
chap,-0.322341744
namen,-0.322317299
writer,-0.322094805
welloil,-0.322050507
brow,-0.322043894
copiou,-0.32198459
geschmack,-0.321918276
gekommen,-0.321788056
star,-0.32166502
dent,-0.321546161
freez,-0.321324359
laughter,-0.321226349
bathtub,-0.321107973
ea,-0.321084707
sincer,-0.32105467
zunchst,-0.320878068
theke,-0.320625092
approv,-0.320592664
stori,-0.320552388
cumbersom,-0.320463046
invad,-0.319999056
mealso,-0.319691794
vermutlich,-0.319689179
divorc,-0.319672867
hobo,-0.319464444
crayon,-0.319280698
twitter,-0.319195832
hhnchen,-0.319151633
financ,-0.3189308
grund,-0.318829818
ofi,-0.318759229
ear,-0.318662765
andor,-0.318437341
full,-0.318419259
rememb,-0.31816653
damnit,-0.318126314
yknow,-0.318069712
frugal,-0.317774374
thisi,-0.317757147
scare,-0.317753009
ponder,-0.317727304
weav,-0.317690648
dollop,-0.317386726
previou,-0.317335891
shall,-0.317168265
overth,-0.317138645
nonasian,-0.317108316
would,-0.316970755
gist,-0.316846357
lean,-0.316805652
takeout,-0.316708358
million,-0.316684254
rei,-0.316580733
moistur,-0.316516775
robe,-0.316375083
sandal,-0.316255011
pricei,-0.316134263
stave,-0.316071631
chalkboard,-0.316050465
stiff,-0.315970693
cloth,-0.31591303
lineup,-0.315850464
sworn,-0.315578398
elast,-0.315536831
ding,-0.31548197
font,-0.315438007
serious,-0.315402977
retract,-0.31523659
waitresswait,-0.315174575
jedem,-0.315028945
ricketi,-0.314982872
factor,-0.314727138
note,-0.31465061
damen,-0.314479417
hover,-0.314389034
amplifi,-0.314328234
shovel,-0.314076117
edg,-0.314041487
boo,-0.313896897
readabl,-0.313845063
itthey,-0.31365492
jacuzzi,-0.313602462
vor,-0.313592633
yourselv,-0.313561585
bracket,-0.313252649
waren,-0.313153575
streamlin,-0.313042854
gander,-0.31300907
it,-0.312983272
at,-0.312830791
grade,-0.312687758
yourself,-0.312686817
smarter,-0.312289833
citizen,-0.312167082
startup,-0.312084467
sword,-0.312083719
will,-0.311869896
onw,-0.311206982
steep,-0.31118817
ther,-0.31113613
prowl,-0.310975524
out,-0.310872166
overload,-0.310690371
foodbut,-0.310618847
grey,-0.310535763
pole,-0.310534402
sync,-0.309955777
two,-0.309809618
jitter,-0.30971566
destroy,-0.309550474
penetr,-0.309511453
ounc,-0.309317615
strict,-0.309298221
onc,-0.309181764
aha,-0.309162332
tripadvisor,-0.309083268
geschmeckt,-0.30877715
disconcert,-0.308688574
tat,-0.308387528
weich,-0.308258026
temporarili,-0.308166377
commerci,-0.308112367
ith,-0.308053957
salti,-0.307914965
coat,-0.307323376
shenanigan,-0.307249947
tran,-0.307174021
scent,-0.307065182
action,-0.306978136
dwarf,-0.306939452
afflict,-0.306934708
dealer,-0.306880346
aight,-0.306771149
chang,-0.306764272
gear,-0.306580982
msg,-0.306545474
torn,-0.306528876
sneak,-0.306505005
wurden,-0.306448779
ac,-0.306442851
tryi,-0.306221066
slicer,-0.306193588
mindset,-0.306108375
cray,-0.306008649
astray,-0.305836733
moment,-0.305657891
gain,-0.305636572
offen,-0.305535339
downer,-0.30531672
leut,-0.305214023
caveat,-0.305146541
overnight,-0.305068026
misspel,-0.304913783
essenti,-0.304736706
stereotyp,-0.304680504
speckl,-0.304528184
scharf,-0.304490135
proven,-0.304457039
fter,-0.304427139
other,-0.304327636
qualityi,-0.304247607
alli,-0.304212096
intuit,-0.303873467
pitch,-0.303835534
facelift,-0.303757372
deterr,-0.303709404
essenwir,-0.303602589
lug,-0.303532692
review,-0.303473204
inclus,-0.303263698
mehreren,-0.303170537
auf,-0.3031236
threestar,-0.303051048
danger,-0.303032508
curl,-0.30286844
chunk,-0.302690759
thati,-0.302594618
hundr,-0.302529988
cleaner,-0.302516585
tweet,-0.302393751
drummer,-0.302348676
alten,-0.302334849
grant,-0.302322311
fourstar,-0.302158352
wichtig,-0.302069215
soften,-0.301945301
haircut,-0.301815295
compar,-0.301662109
vang,-0.301343222
offensichtlich,-0.301210813
righti,-0.301193879
cycl,-0.301150317
viel,-0.300985192
commod,-0.300912979
astronom,-0.300880337
inw,-0.300859026
goodbut,-0.300767883
outfit,-0.300665738
glanc,-0.300627726
uniform,-0.300364504
hawk,-0.300315067
pf,-0.300255658
inbetween,-0.300187848
hunk,-0.300151765
ooz,-0.300114817
saidi,-0.300061824
registr,-0.299921133
sunglass,-0.299857995
tipsi,-0.299843798
headphon,-0.299806765
fat,-0.299733373
prior,-0.299540841
grungi,-0.299434491
soldier,-0.299415775
ordinarili,-0.298920067
harder,-0.298692017
toddler,-0.29844674
seldom,-0.29831574
nap,-0.298138131
mileag,-0.297812577
rarer,-0.297687227
sit,-0.29765413
lump,-0.297623428
schnen,-0.2975676
perspect,-0.297557558
mostli,-0.297445542
reviewth,-0.297432415
fall,-0.297356256
sayi,-0.297348437
facebook,-0.297346501
plung,-0.297276506
usal,-0.297255226
lolth,-0.297093858
dunk,-0.297042687
pleaseth,-0.296932677
anywayi,-0.296931987
overs,-0.296702591
nineti,-0.29670015
donei,-0.296678784
tischen,-0.296577174
wayw,-0.296569514
rsvp,-0.296535696
themselv,-0.296285023
snag,-0.296172684
setback,-0.296116804
slurp,-0.296018081
camel,-0.295949178
pin,-0.295915777
allth,-0.295877582
peoplei,-0.295776815
somit,-0.295742435
packedth,-0.295675861
haul,-0.295344754
bzw,-0.295280181
bites,-0.295187549
aboutw,-0.294805417
noteworthi,-0.294757885
closet,-0.294548818
geboten,-0.294538944
creatur,-0.294450586
lower,-0.294448542
trusti,-0.294389091
gown,-0.294353452
goodpric,-0.294348566
wind,-0.294346212
drag,-0.294309786
jar,-0.294294517
fist,-0.294260345
nutshel,-0.294041134
broiler,-0.293914458
goodnot,-0.293308658
descript,-0.293264582
ill,-0.293231043
flipflop,-0.293224133
ini,-0.293080108
therei,-0.293069859
max,-0.293045997
riot,-0.29291447
come,-0.292745388
immun,-0.292636084
googl,-0.29252305
lucki,-0.292512985
mustach,-0.292503854
upthi,-0.292290943
tricki,-0.292227897
some,-0.292165154
bum,-0.292048001
voll,-0.292020613
complic,-0.291950066
mechan,-0.291842347
riesig,-0.291651621
innard,-0.291625514
weight,-0.291489792
feasibl,-0.291470383
samei,-0.291437317
louder,-0.29100576
peek,-0.291001386
lcheln,-0.290982163
numb,-0.290952304
cutoff,-0.29094188
leastth,-0.290756806
btw,-0.290537503
tag,-0.290239287
attack,-0.289839885
tend,-0.289805599
meali,-0.289626297
seal,-0.289458427
besonder,-0.28908084
signifi,-0.288896222
word,-0.288755146
thier,-0.2887447
blasphemi,-0.288698636
evil,-0.288534367
unfold,-0.288394058
oval,-0.288348915
salvat,-0.288216802
geworden,-0.288128625
inclin,-0.288067607
pouch,-0.288067437
necess,-0.28805386
hinter,-0.287954499
capabl,-0.287896627
make,-0.287677131
proactiv,-0.287623942
pricier,-0.287523852
hookup,-0.287469712
cram,-0.287461533
mob,-0.28742735
done,-0.28738452
dissolv,-0.287322983
nab,-0.287164219
markup,-0.287094931
natrlich,-0.28704139
stride,-0.286917201
nari,-0.286854404
waitth,-0.286677974
scald,-0.286675582
cluster,-0.286349752
lust,-0.286054246
itpric,-0.286052512
compromis,-0.285512044
spank,-0.285428516
higher,-0.285414647
meit,-0.285312482
readili,-0.285234895
es,-0.285183484
dentist,-0.285082533
optim,-0.284856184
alter,-0.284717239
critiqu,-0.284648459
elud,-0.284523741
brigen,-0.284369525
pound,-0.284283916
verdict,-0.284068082
tie,-0.283744973
impressedth,-0.283638233
jahr,-0.283581005
chick,-0.283562397
dem,-0.283343398
serviert,-0.283289847
nacht,-0.283245608
buckl,-0.28308312
einzig,-0.28297206
vertic,-0.282927708
shocker,-0.282889211
ate,-0.282750599
metaphor,-0.282440363
undergo,-0.28242707
motto,-0.282414026
amongst,-0.282222235
pronunci,-0.282055658
fad,-0.281995175
ita,-0.281962541
skim,-0.281934728
kann,-0.281894399
merkt,-0.281885827
orderedi,-0.281881315
journal,-0.281837586
pronounc,-0.281825342
versu,-0.281642528
hah,-0.281637444
stifl,-0.281635672
therethey,-0.281594595
meander,-0.281443686
alrighti,-0.281281427
ef,-0.281271033
itfood,-0.281247078
extend,-0.281130088
although,-0.281117189
platesth,-0.281096778
fourth,-0.280894584
gap,-0.280479132
brauhau,-0.280347121
pedestrian,-0.280139536
dinnerwar,-0.279848883
heat,-0.279758548
nail,-0.279689328
newspap,-0.279638266
he,-0.27963378
freitag,-0.27945037
pricepoint,-0.27935581
gegessen,-0.278995482
which,-0.278960337
method,-0.278742122
waver,-0.278639395
buffer,-0.278624286
mingl,-0.278602267
haha,-0.278573765
threshold,-0.278416358
heh,-0.278354143
outso,-0.278210927
ganzen,-0.278104918
wisdom,-0.277791426
debat,-0.27744774
persnlich,-0.277385591
random,-0.277265852
tighter,-0.277256239
hotth,-0.277181503
vegetari,-0.277114981
wiggl,-0.277098326
recharg,-0.277082274
multipl,-0.277056728
meim,-0.27688972
portionth,-0.276737341
tldr,-0.276631628
reviewi,-0.276541702
starti,-0.276400662
wile,-0.276331274
stalk,-0.27599765
dumpi,-0.27572452
deserv,-0.275711487
doggi,-0.275641705
step,-0.275469985
bird,-0.275413297
quicker,-0.275253842
blick,-0.275253
sole,-0.275232266
abendessen,-0.275201739
maultaschen,-0.275193559
util,-0.275148487
smaller,-0.274992322
cheat,-0.274971253
neuen,-0.274595838
acquir,-0.274533
volunt,-0.274488119
pump,-0.274399875
pout,-0.274387302
import,-0.274313602
overse,-0.274281754
onei,-0.274217855
whore,-0.274141542
crack,-0.273979199
insgesamt,-0.273791475
success,-0.27343634
admittedli,-0.273405662
guilti,-0.273290952
thickli,-0.273121963
legitim,-0.272978546
meng,-0.272937296
lookin,-0.27284635
concentr,-0.272791428
climat,-0.272627972
plug,-0.272559323
stack,-0.272525401
speciali,-0.272471485
gebraten,-0.272207163
commun,-0.27216673
evenli,-0.272102516
hungrier,-0.271953709
commit,-0.271940562
biz,-0.271791566
forese,-0.271609415
themi,-0.271570145
below,-0.271548086
tenth,-0.271544883
sweater,-0.271522845
handi,-0.271503786
deem,-0.271472594
wore,-0.271407065
loud,-0.271398086
badg,-0.27123068
anyday,-0.271139247
realist,-0.271009459
redon,-0.270999527
schmecken,-0.27076148
dainti,-0.270748036
insert,-0.27066319
embed,-0.27055489
bundl,-0.270484966
averagei,-0.270440791
gettin,-0.270420671
theyv,-0.270413948
form,-0.270395484
ren,-0.270344003
book,-0.270315305
recap,-0.270195136
gorilla,-0.269893522
reluct,-0.269861019
stari,-0.269517306
sop,-0.269500017
favor,-0.269498407
hohen,-0.269497935
dock,-0.269440091
endear,-0.269233073
explanatori,-0.268975405
conclus,-0.268935683
thang,-0.268740993
billig,-0.268600634
gallon,-0.268511784
oper,-0.268431794
compani,-0.268340374
misnom,-0.268283383
deciph,-0.268269053
platz,-0.26825695
scrimp,-0.268113692
locker,-0.268036084
steeper,-0.268007529
client,-0.267937741
langen,-0.267762748
puls,-0.267621199
gaga,-0.266976158
makeov,-0.266960169
mosey,-0.26647589
themw,-0.2663048
sheer,-0.2657714
thread,-0.26570496
yoke,-0.265662298
nowaday,-0.265471329
mistaken,-0.265177344
formi,-0.265143627
procur,-0.264684294
pointer,-0.264667326
occup,-0.264639839
erinnert,-0.264632342
tall,-0.264559163
wc,-0.264514666
beiden,-0.264347011
parkpltz,-0.264149221
gereicht,-0.263934293
stoner,-0.263894909
bestth,-0.263818644
dner,-0.263621412
zgig,-0.263446097
enoughi,-0.263400464
peckish,-0.263107593
unter,-0.263103907
reveal,-0.262767535
swear,-0.262759021
spruce,-0.262599467
spiel,-0.262501854
sollt,-0.262458439
wallet,-0.262408593
fought,-0.262181259
rug,-0.262173618
betterw,-0.261984417
learnt,-0.261829959
sucht,-0.261755991
fifth,-0.261709822
otherwis,-0.261689497
fit,-0.261401893
cargo,-0.261267232
grandchildren,-0.261053062
forw,-0.261016533
clip,-0.261007407
probiert,-0.260599681
cabbi,-0.260523493
invas,-0.260064994
supp,-0.259984257
moni,-0.259972463
overi,-0.259935076
infinit,-0.259496863
brave,-0.259489598
score,-0.259272432
deutsch,-0.258948684
blich,-0.258920775
waitressbartend,-0.258831478
menschen,-0.258734686
infrequ,-0.258687638
align,-0.258500169
limb,-0.258486356
grocer,-0.25838506
geeignet,-0.258222998
squint,-0.257941988
log,-0.257865958
challeng,-0.257692787
host,-0.257519375
semi,-0.257511527
humid,-0.257459883
comic,-0.257391005
preced,-0.257344911
starth,-0.257280957
await,-0.257096434
mebut,-0.257091807
starsbut,-0.256956412
itand,-0.256895154
decid,-0.256894619
clientel,-0.256790137
outward,-0.256702607
sketch,-0.256534516
peev,-0.256490481
rais,-0.256479702
inlin,-0.256313688
fyi,-0.256298463
hectic,-0.256009087
admit,-0.255689861
assist,-0.25555545
triangular,-0.255495543
ofth,-0.255430724
decent,-0.255210432
finden,-0.255143
afraid,-0.254670562
anyplac,-0.254574691
konzept,-0.254472183
tablesi,-0.254320644
blogto,-0.25424772
substanti,-0.254148828
inkl,-0.253906163
immer,-0.2536412
dryness,-0.253351556
kitcheni,-0.253316934
binder,-0.25313274
franchis,-0.253121579
possess,-0.253090789
isit,-0.253072438
bogo,-0.252901948
smoothli,-0.252656563
leaner,-0.25263911
scorch,-0.252526216
devast,-0.252476491
hope,-0.252364961
disservic,-0.252299614
uppiti,-0.252174162
brand,-0.252146333
econom,-0.251765865
wahl,-0.251648215
moreit,-0.251520539
beilagen,-0.251277652
init,-0.251187405
itit,-0.251093179
deal,-0.250974536
pricer,-0.250944541
hereso,-0.250887418
outw,-0.250811656
tasteth,-0.250685658
outi,-0.250527833
allerd,-0.250506154
overcrowd,-0.250375299
gulp,-0.250288338
deepli,-0.250107488
exclam,-0.250060948
forewarn,-0.249810399
buzz,-0.249737646
cylind,-0.249734985
guidanc,-0.249666555
priceth,-0.249665309
pace,-0.249571618
judg,-0.249566008
outthi,-0.249495249
earlier,-0.249485232
map,-0.249100495
most,-0.24889291
einem,-0.248812097
sometim,-0.248662641
undergon,-0.248595554
right,-0.248232114
and,-0.248212826
tooo,-0.247940726
upholsteri,-0.247764518
busier,-0.247699994
haus,-0.247574661
goin,-0.247511543
wanti,-0.247199333
uncertain,-0.247113471
herebut,-0.247099723
appropri,-0.247053143
boot,-0.246972106
wowd,-0.246569581
weigh,-0.246568051
beggar,-0.246517218
slipper,-0.246200456
predict,-0.246141534
uptight,-0.245964997
war,-0.245884196
diesem,-0.245439653
greatli,-0.245352457
risen,-0.245224493
chanc,-0.245186217
heap,-0.245129186
meand,-0.245127123
lace,-0.245122281
recogniz,-0.244938798
appreci,-0.244926634
analog,-0.24485058
wether,-0.244730611
fuller,-0.244617655
spendi,-0.244607801
sparingli,-0.24449209
ityou,-0.244414823
goldfish,-0.244281698
recipi,-0.244169206
thing,-0.24406017
youthey,-0.244053376
rate,-0.244027467
dous,-0.243801258
chefin,-0.243718406
neighbor,-0.242508834
khaki,-0.242150449
price,-0.241993911
skimp,-0.24197648
fineth,-0.24187645
lament,-0.2418764
wander,-0.241523578
minus,-0.241438181
knusprig,-0.241431316
limo,-0.241283054
upload,-0.240970823
stainless,-0.240861648
therew,-0.240768859
namei,-0.240700276
rework,-0.240616471
themthey,-0.240447572
italso,-0.240248365
betterth,-0.24021313
pack,-0.240133672
itw,-0.240044977
beani,-0.239955286
forearm,-0.239936399
clearer,-0.239895931
oxymoron,-0.239758307
massag,-0.239612659
muchi,-0.239545625
brtchen,-0.239493983
lad,-0.239103545
ohh,-0.239060559
door,-0.239052572
sale,-0.238811531
mittagessen,-0.238730542
appeas,-0.238693849
quickli,-0.238588415
chant,-0.2384501
crow,-0.238280803
grasp,-0.23814633
ludwigsburg,-0.237837955
store,-0.237792977
steer,-0.237791189
myself,-0.237604448
motor,-0.237289526
von,-0.236995061
instantli,-0.236858151
rectangl,-0.236746796
rental,-0.236512767
oni,-0.236436754
cocain,-0.23634215
loosen,-0.236314525
prefer,-0.236308388
ganz,-0.236238091
slice,-0.23619883
shini,-0.236093451
gee,-0.23592129
pocketbook,-0.235808949
next,-0.235774346
schedul,-0.235374905
common,-0.235319201
zubereitung,-0.235297574
hillbilli,-0.235107276
starsi,-0.234923431
clog,-0.234497881
im,-0.234467535
eye,-0.234435886
vegetarisch,-0.234420972
outth,-0.23421159
real,-0.234030147
fourtop,-0.233880804
content,-0.233522106
mew,-0.233515257
ksesptzl,-0.23342126
midrang,-0.23320821
seen,-0.23310694
fehlt,-0.233066387
tint,-0.233048044
firefight,-0.232910809
climb,-0.232813526
lifesav,-0.232716897
dubiou,-0.232674691
easiest,-0.232638655
environment,-0.232516159
conspicu,-0.232328747
rope,-0.232184496
cleanli,-0.232131595
einer,-0.232108742
wheel,-0.232074059
aber,-0.232006837
savvi,-0.231904746
gemtlichen,-0.231829651
muss,-0.23172541
supplier,-0.231718323
pizzen,-0.231655773
overdos,-0.23161829
wirt,-0.230993625
bucket,-0.230845188
yuppi,-0.230725078
homew,-0.230668409
tryit,-0.230499901
teuer,-0.230388445
imagin,-0.230201365
eeri,-0.230131603
voller,-0.229981591
hotter,-0.229785975
alon,-0.229546337
crowdi,-0.229519947
till,-0.229392529
sonn,-0.229343794
arrivedth,-0.229332899
reso,-0.228949524
tourist,-0.228760468
exit,-0.228633827
rhino,-0.2285328
freaki,-0.228506632
emphas,-0.228461254
meaning,-0.228191407
reserv,-0.22796412
consensu,-0.227838648
whew,-0.227489108
ersten,-0.227402572
bieten,-0.227270477
starsw,-0.227241034
materi,-0.227180411
plot,-0.227023396
norm,-0.226752187
foodin,-0.226698574
first,-0.226614458
herethey,-0.226223502
cardio,-0.22615295
wherev,-0.225943666
eur,-0.225528464
sound,-0.225427144
tatter,-0.225397842
jeweil,-0.225100364
thatif,-0.22503476
overkil,-0.224780176
sondern,-0.224761575
teapot,-0.224395631
shatter,-0.224388135
abend,-0.224163732
pinpoint,-0.224158373
allw,-0.224138713
reel,-0.223994587
gerichten,-0.223880159
activ,-0.223555786
cue,-0.223385612
dinein,-0.223342327
pinki,-0.223339303
craziest,-0.223192975
squeaki,-0.222933165
nois,-0.222752597
tabletop,-0.222751953
shotth,-0.222722963
signific,-0.222655542
hunger,-0.222475792
glossi,-0.222474937
token,-0.222443529
oder,-0.222429527
togeth,-0.22239185
lighten,-0.222379564
overdress,-0.222333797
reopen,-0.222250968
poss,-0.22224996
fight,-0.222221117
pg,-0.222182813
hauptgericht,-0.222141995
addon,-0.222107587
bigger,-0.222100396
yadda,-0.221954734
topi,-0.221840009
hauptspeisen,-0.221808276
kart,-0.221765175
beid,-0.221645666
kid,-0.221104502
bugger,-0.221044858
stick,-0.220778844
saltyi,-0.22072822
moth,-0.220699466
starsservic,-0.220669084
hoch,-0.220232183
geti,-0.220163841
public,-0.220148103
zagat,-0.220059726
cook,-0.220020475
morei,-0.219657651
laptop,-0.219448713
hustl,-0.219419589
outa,-0.219399926
bypass,-0.219330267
cookout,-0.219023825
pursuit,-0.218971181
trump,-0.218803674
senorita,-0.218788434
enter,-0.218756483
kindergarten,-0.218732227
consum,-0.218718621
fair,-0.218597849
extraordinarili,-0.21840361
of,-0.218311455
unchang,-0.218264911
digit,-0.218179144
hype,-0.218093667
effin,-0.217927116
expo,-0.217840739
manner,-0.217829754
open,-0.217670297
inth,-0.217659204
succeed,-0.217650168
magazin,-0.217635332
fr,-0.217582373
anyon,-0.217517565
recognit,-0.217394409
aldent,-0.217310806
juicier,-0.2172605
proverbi,-0.217211424
kiddi,-0.216740554
foodthat,-0.216708628
rex,-0.216569551
ordentlich,-0.216537133
roux,-0.216500833
brief,-0.216454985
postcard,-0.216447578
urg,-0.216413794
ecofriendli,-0.216128936
flesh,-0.216067201
gre,-0.215896889
quasi,-0.215886143
flour,-0.215884959
chickfila,-0.215749881
shadi,-0.215586437
remodel,-0.215301545
doabl,-0.215276468
strae,-0.215085435
genauso,-0.215017974
modest,-0.214989485
likey,-0.214958925
chillin,-0.214827492
oo,-0.214624896
somethin,-0.214544597
pictur,-0.214356639
machin,-0.214335105
cult,-0.214295924
veteran,-0.213858628
roller,-0.2138173
bartenderwaitress,-0.213789318
groer,-0.213596876
impuls,-0.213539571
randomli,-0.213502818
singl,-0.213186578
iti,-0.213184201
tbh,-0.212882128
quit,-0.212879474
bed,-0.212846885
welch,-0.212749386
zwar,-0.212619859
dodgi,-0.212601773
jung,-0.212574573
modifi,-0.212538911
eon,-0.212254785
endi,-0.212238294
on,-0.21217595
solidli,-0.212092344
heartedli,-0.211945496
echo,-0.21188889
standard,-0.211573945
fore,-0.211474186
checklist,-0.211342246
freien,-0.211121766
ide,-0.211075658
fora,-0.211032296
vorspeisenplatt,-0.211000851
go,-0.210957744
fur,-0.210747883
fresher,-0.210607324
greatbut,-0.21059191
teacher,-0.210375936
overboard,-0.210361525
lokalitt,-0.210320984
vendor,-0.210214478
recess,-0.210157241
thereit,-0.210004494
hotti,-0.209835683
life,-0.209643295
recal,-0.20955817
painless,-0.209389867
muggi,-0.209240541
sich,-0.209227202
obligatori,-0.20922117
wasi,-0.208953557
default,-0.208883969
err,-0.208759246
sideth,-0.208698423
airplan,-0.208629106
relief,-0.208403407
illus,-0.208362342
glimps,-0.208270105
show,-0.208173098
bargain,-0.208129753
getrnken,-0.208091878
thisth,-0.207824438
easi,-0.207749631
starsit,-0.207576
notori,-0.207478739
similar,-0.207417276
small,-0.20739997
thatthey,-0.207293237
distribut,-0.207121684
sleepi,-0.207036593
tho,-0.207009396
advantag,-0.206869293
deceiv,-0.206856229
soe,-0.206078439
low,-0.206015677
schtick,-0.205701624
thatth,-0.205683741
calendar,-0.205591612
lifeth,-0.205349549
dug,-0.205163181
goal,-0.205076317
bow,-0.205072873
rafter,-0.204989274
inout,-0.204894682
sacrif,-0.204716631
zwischen,-0.204621153
pluck,-0.204560446
goodin,-0.204559433
religi,-0.204527266
law,-0.204371448
starsfood,-0.20435636
unsuccess,-0.20426055
sure,-0.20406126
fatter,-0.203883239
okth,-0.203635718
pass,-0.203510176
churn,-0.203265486
multitask,-0.203074668
carver,-0.203060136
schmeckt,-0.203057184
nd,-0.203009737
claustrophob,-0.20298704
raid,-0.20275748
gravit,-0.202752833
yelp,-0.20269088
doorway,-0.202609383
finish,-0.202545589
pix,-0.202477487
sowohl,-0.20237672
magnet,-0.202255667
blind,-0.202086441
backw,-0.202061307
lube,-0.20200292
compliant,-0.201563599
overli,-0.201414008
riski,-0.201062346
demograph,-0.20085416
entireti,-0.200794632
gawd,-0.200757823
pp,-0.200599394
betreten,-0.200520607
bia,-0.200016234
decents,-0.199911178
construct,-0.199716493
perman,-0.199701643
paddl,-0.1997004
divis,-0.199618471
carl,-0.199602544
nonsmok,-0.199241221
triangl,-0.199204175
pricesth,-0.199125539
birth,-0.199092064
wrestl,-0.198998301
flash,-0.198961867
brown,-0.19866632
fill,-0.198584653
corkag,-0.198137113
fussi,-0.197956867
until,-0.197938655
describ,-0.197883976
angeboten,-0.197881177
spectacularth,-0.197850616
quicklyi,-0.197519414
gibt,-0.197291678
chariti,-0.197187256
unterschiedlich,-0.197115735
getth,-0.197073771
sayit,-0.196971551
boldli,-0.196889285
inher,-0.196875748
aim,-0.196825471
oki,-0.196820013
gehoben,-0.196702683
fleisch,-0.196334572
belegt,-0.196299406
deuc,-0.196094194
gewrzt,-0.196030428
media,-0.195894422
herey,-0.195894293
bowl,-0.195716136
gotta,-0.195256271
heard,-0.195228015
watcher,-0.19506729
offpeak,-0.194973867
graviti,-0.194857125
riff,-0.194656583
preislich,-0.194495815
break,-0.194421412
attir,-0.194252842
swivel,-0.194176002
brisk,-0.194030415
deko,-0.193896309
complaint,-0.193735167
ot,-0.193697686
nhe,-0.193474732
herei,-0.193451626
twotop,-0.193338406
selbst,-0.193312792
pic,-0.193118152
polo,-0.193032925
meatier,-0.192831781
classifi,-0.192781638
renew,-0.192681737
bumper,-0.192550151
hefti,-0.192365545
between,-0.192159582
confid,-0.192047368
choru,-0.191696861
kleinen,-0.191683052
amount,-0.191669184
herether,-0.191516848
macht,-0.191493716
organis,-0.191474665
aroundi,-0.191468105
comin,-0.191455784
oppos,-0.191377793
backth,-0.191200639
medium,-0.191033425
fatcat,-0.19089432
elect,-0.190680252
navig,-0.190554395
interess,-0.190303362
wenn,-0.190270216
cautiou,-0.190198036
buti,-0.190022726
generos,-0.190022344
lokal,-0.189830852
gekocht,-0.189726015
sneaker,-0.189673219
adopt,-0.189615255
monstros,-0.189373543
discern,-0.189321487
more,-0.189258128
now,-0.189150333
vip,-0.18895484
whoa,-0.188896564
kay,-0.188831307
starsth,-0.188740513
miss,-0.188736054
highschool,-0.188695802
shuffl,-0.188488461
mommi,-0.188394351
eatth,-0.188184107
engin,-0.188008606
ah,-0.187942129
itto,-0.187739733
slather,-0.187715938
hoodi,-0.187673669
flavorwis,-0.187563532
vampir,-0.187493897
abut,-0.18748047
aug,-0.187461866
zeigt,-0.187405951
circl,-0.187372535
balloon,-0.187244253
verschieden,-0.187154968
opposit,-0.187104983
